ville;quartier;prix;surface;;nombre_de_chambres;nombre_de_salles_de_bain;etage;terrasse;garage;ascenseur;piscine;securite;quartier_key;lat;lon;nb_ecoles;nb_hopitaux;nb_pharmacies;nb_mosquees;nb_banques;nb_centres_commerciaux;prix_m2_quartier;score_commodites;bien_appartement;bien_bureau;bien_ferme;bien_local_commercial;bien_logement;bien_maison;bien_riad;bien_terrain;bien_villa
tanger;mghogha;760000.0;95.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_mghogha;35.7498197;-5.7788469;1;0;14;8;4;0;5645.145269431338;-0.7746844958434498;False;False;False;False;False;False;False;True;False
tanger;mozart;3700000.0;250.0;;5.0;3.0;3.0;1;1;0;0;0;tanger_mozart;35.7370795;-5.8855118;3;0;15;5;3;2;16622.466487935657;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;route nationale assilah;345000.0;62.0;;2.0;1.0;2.0;0;1;1;1;1;tanger_route nationale assilah;30.427862532027;-9.573289663878;24;5;41;10;10;0;1918.9225816697212;0.08988603112320567;True;False;False;False;False;False;False;False;False
tanger;achakar;39027200.0;24392.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_achakar;35.7370695;-5.8852358;3;0;15;5;3;2;2903.693091631326;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;malabata;2800000.0;135.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;True;False;False;False;False;False;False;False;False
tanger;aharrarine;10990.0;135.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_aharrarine;34.67295;-4.28188;0;0;0;0;0;0;2754.6147870590385;-1.1102653801356612;False;False;False;False;False;False;False;True;False
tanger;al mandar al jamil;6000000.0;110.0;;4.0;4.0;3.0;0;0;0;0;0;tanger_al mandar al jamil;35.780537685277;-5.819722258402;27;7;53;44;63;1;17575.49295774648;1.5064698889973118;False;False;False;False;False;True;False;False;False
tanger;hay hassani;580000.0;68.0;;2.0;1.0;2.0;1;0;1;0;0;tanger_hay hassani;30.4124009;-9.5840033;16;8;41;11;25;0;6100.487773652541;0.18727272600285916;True;False;False;False;False;False;False;False;False
tanger;bel air - val fleuri;550000.0;48.0;;2.0;1.0;3.0;1;0;1;0;1;tanger_bel air - val fleuri;35.7739068;-5.826504;32;4;48;26;46;1;22863.27575175944;0.9230982196717987;True;False;False;False;False;False;False;False;False
tanger;port tanger ville;2050000.0;97.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_port tanger ville;35.7370795;-5.8855118;3;0;15;5;3;2;7174.672935404742;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;marchan;850000.0;50.0;;4.0;2.0;3.0;0;0;0;0;0;tanger_marchan;35.7888714;-5.8192948;16;5;28;34;30;1;17435.60751245688;0.6549869472707834;False;False;False;False;False;True;False;False;False
tanger;achakar;892800.0;279.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_achakar;35.7370695;-5.8852358;3;0;15;5;3;2;2903.693091631326;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;ahlane;1400000.0;116.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;centre;1250000.0;80.0;;2.0;1.0;4.0;0;0;1;0;1;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;marjane;51300000.0;11400.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;False;False;False;False;False;False;False;True;False
tanger;ahlane;870000.0;84.0;;2.0;1.0;3.0;1;0;1;0;0;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;moujahidine;5800000.0;560.0;;4.0;4.0;3.0;1;1;0;0;0;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;False;False;False;False;False;False;False;False;True
tanger;route nationale assilah;2500000.0;2000.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_route nationale assilah;30.427862532027;-9.573289663878;24;5;41;10;10;0;1918.9225816697212;0.08988603112320567;False;False;False;False;False;False;False;True;False
tanger;achakar;3500000.0;174.0;;2.0;2.0;3.0;1;1;0;1;0;tanger_achakar;35.7370695;-5.8852358;3;0;15;5;3;2;2903.693091631326;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;marjane;1310000.0;97.0;;3.0;2.0;3.0;0;1;1;0;0;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;True;False;False;False;False;False;False;False;False
tanger;el majd;10000.0;239.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_el majd;30.403326689453;-9.545508981471;14;3;44;8;7;0;9874.13467589679;-0.18192404526246903;False;False;False;False;False;False;False;True;False
tanger;administratif;1350000.0;97.0;;3.0;1.0;2.0;0;0;1;0;1;tanger_administratif;35.7750512;-5.8085401;27;5;49;30;71;1;28807.4031231926;1.1085910340840583;True;False;False;False;False;False;False;False;False
tanger;malabata;2750000.0;120.0;;3.0;2.0;3.0;0;1;1;0;1;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;True;False;False;False;False;False;False;False;False
tanger;manar;3744000.0;312.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;aouama gharbia;7500.0;120.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_aouama gharbia;35.7228;-5.7934;2;0;19;4;0;0;3591.9254658385094;-0.8277035319114541;False;False;False;False;False;False;False;True;False
tanger;manar;6300000.0;385.0;;6.0;4.0;3.0;1;1;0;1;1;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;bella vista;25000.0;80.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_bella vista;35.7755084;-5.7726541;5;2;15;7;0;2;17004.305705059203;-0.35674746981054073;True;False;False;False;False;False;False;False;False
tanger;bella vista;25000.0;70.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_bella vista;35.7755084;-5.7726541;5;2;15;7;0;2;17004.305705059203;-0.35674746981054073;True;False;False;False;False;False;False;False;False
tanger;marjane;17500.0;265.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;False;False;False;False;False;False;False;True;False
tanger;hay hassani;10500.0;105.0;;3.0;2.0;4.0;1;1;1;0;1;tanger_hay hassani;30.4124009;-9.5840033;16;8;41;11;25;0;6100.487773652541;0.18727272600285916;True;False;False;False;False;False;False;False;False
tanger;route nationale assilah;1100000.0;800.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_route nationale assilah;30.427862532027;-9.573289663878;24;5;41;10;10;0;1918.9225816697212;0.08988603112320567;False;False;False;False;False;False;False;True;False
tanger;zone industrielle mghogha;300000.0;84.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_zone industrielle mghogha;35.7454129;-5.7824924;3;0;15;6;1;0;547.3376794664053;-0.7956513889981165;False;False;False;False;False;False;False;True;False
tanger;tanger city center;2500000.0;86.0;;2.0;1.0;16.0;1;1;1;0;1;tanger_tanger city center;35.7370795;-5.8855118;3;0;15;5;3;2;26225.38491396041;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;tanger city center;2300000.0;153.0;;3.0;2.0;1.0;1;1;1;0;1;tanger_tanger city center;35.7370795;-5.8855118;3;0;15;5;3;2;26225.38491396041;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;administratif;2800000.0;155.0;;3.0;3.0;2.0;1;1;1;0;1;tanger_administratif;35.7750512;-5.8085401;27;5;49;30;71;1;28807.4031231926;1.1085910340840583;True;False;False;False;False;False;False;False;False
tanger;manar;4046900.0;3113.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;mdina;16000.0;152.0;;3.0;2.0;3.0;1;1;1;0;1;tanger_mdina;35.7370795;-5.8855118;3;0;15;5;3;2;15384.36005425084;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;bella vista;28000.0;54.0;;2.0;1.0;19.0;1;1;1;0;1;tanger_bella vista;35.7755084;-5.7726541;5;2;15;7;0;2;17004.305705059203;-0.35674746981054073;True;False;False;False;False;False;False;False;False
tanger;iberie;2800000.0;191.0;;3.0;3.0;1.0;1;1;1;0;0;tanger_iberie;35.7370795;-5.8855118;3;0;15;5;3;2;18828.202581926515;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;mghogha;7500.0;260.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_mghogha;35.7498197;-5.7788469;1;0;14;8;4;0;5645.145269431338;-0.7746844958434498;False;False;False;False;False;False;False;True;False
tanger;branes 2;1530000.0;126.0;;2.0;2.0;3.0;1;1;1;0;1;tanger_branes 2;35.746500997686;-5.807032224632;15;1;53;31;3;0;14093.75;0.33171102131082936;True;False;False;False;False;False;False;False;False
tanger;centre;3500000.0;326.0;;4.0;4.0;3.0;1;1;1;1;1;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;al amal;2200000.0;135.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_al amal;30.4249798;-9.5903243;19;7;36;10;32;1;10273.282991729591;0.31397517404124364;False;False;False;False;False;False;False;True;False
tanger;centre;1890000.0;108.0;;2.0;2.0;1.0;1;1;1;0;1;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;marjane;700000.0;89.0;;2.0;1.0;5.0;1;1;1;0;1;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;True;False;False;False;False;False;False;False;False
tanger;route nationale assilah;2900000.0;242.0;;4.0;3.0;3.0;1;1;0;1;1;tanger_route nationale assilah;30.427862532027;-9.573289663878;24;5;41;10;10;0;1918.9225816697212;0.08988603112320567;True;False;False;False;False;False;False;False;False
tanger;sania;5800000.0;209.0;;4.0;3.0;5.0;1;1;1;1;1;tanger_sania;35.7370795;-5.8855118;3;0;15;5;3;2;4835.805559707069;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;achakar;1900000.0;86.0;;2.0;1.0;1.0;1;1;0;1;0;tanger_achakar;35.7370695;-5.8852358;3;0;15;5;3;2;2903.693091631326;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;sania;3000000.0;120.0;;3.0;2.0;3.0;0;1;1;0;0;tanger_sania;35.7370795;-5.8855118;3;0;15;5;3;2;4835.805559707069;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;jbel kbir;6450000.0;375.0;;5.0;4.0;3.0;1;1;0;0;0;tanger_jbel kbir;35.7370795;-5.8855118;3;0;15;5;3;2;13463.21046373365;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;jbel kbir;18000000.0;2000.0;;6.0;5.0;3.0;1;1;0;1;1;tanger_jbel kbir;35.7370795;-5.8855118;3;0;15;5;3;2;13463.21046373365;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;centre;1200000.0;55.0;;1.0;1.0;4.0;1;0;1;0;0;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;ziaten;4500000.0;446.0;;6.0;4.0;3.0;1;1;0;1;1;tanger_ziaten;35.7370795;-5.8855118;3;0;15;5;3;2;5603.577000222866;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;sania;2600000.0;94.0;;2.0;2.0;6.0;1;1;1;0;1;tanger_sania;35.7370795;-5.8855118;3;0;15;5;3;2;4835.805559707069;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;malabata;3450000.0;190.0;;3.0;2.0;3.0;1;1;1;0;0;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;True;False;False;False;False;False;False;False;False
tanger;ain el hayani;9500000.0;633.0;;7.0;3.0;3.0;1;0;0;0;0;tanger_ain el hayani;35.784167140917;-5.825366151731;22;4;38;37;36;2;30091.887417218542;1.0409852295832307;False;False;False;False;False;True;False;False;False
tanger;manar;430000.0;55.0;;2.0;1.0;3.0;0;0;0;0;1;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;mghogha;430000.0;65.0;;3.0;1.0;4.0;0;0;1;0;1;tanger_mghogha;35.7498197;-5.7788469;1;0;14;8;4;0;5645.145269431338;-0.7746844958434498;True;False;False;False;False;False;False;False;False
tanger;de la plage;2670000.0;89.0;;2.0;2.0;14.0;0;1;1;0;1;tanger_de la plage;35.7788272;-5.8027044;12;4;36;31;56;1;22299.155783245544;0.6767898113963173;True;False;False;False;False;False;False;False;False
tanger;malabata;410000.0;106.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;False;False;False;False;False;False;False;True;False
tanger;el baraka;320000.0;40.0;;1.0;1.0;3.0;0;0;0;0;1;tanger_el baraka;35.7546152;-5.8538747;2;1;40;16;6;1;6581.632653061224;-0.15229669853006772;True;False;False;False;False;False;False;False;False
tanger;centre;1900000.0;93.0;;2.0;2.0;5.0;1;0;1;0;1;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;mesnana;1800000.0;120.0;;2.0;3.0;3.0;0;0;1;0;0;tanger_mesnana;35.7540383;-5.852908;3;1;41;17;6;1;9862.510428030546;-0.10565650675783342;True;False;False;False;False;False;False;False;False
tanger;aharrarine;850000.0;100.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_aharrarine;34.67295;-4.28188;0;0;0;0;0;0;2754.6147870590385;-1.1102653801356612;False;False;False;False;False;False;False;True;False
tanger;bel air - val fleuri;1150000.0;95.0;;2.0;2.0;3.0;0;0;1;0;1;tanger_bel air - val fleuri;35.7739068;-5.826504;32;4;48;26;46;1;22863.27575175944;0.9230982196717987;True;False;False;False;False;False;False;False;False
tanger;administratif;2160000.0;271.0;;3.0;3.0;7.0;1;1;1;0;0;tanger_administratif;35.7750512;-5.8085401;27;5;49;30;71;1;28807.4031231926;1.1085910340840583;True;False;False;False;False;False;False;False;False
tanger;casabarata;580000.0;100.0;;2.0;1.0;4.0;1;0;0;0;0;tanger_casabarata;35.7653892;-5.8238674;26;3;57;26;41;0;8030.622489959839;0.6876391016596846;True;False;False;False;False;False;False;False;False
tanger;administratif;1300000.0;97.0;;2.0;1.0;3.0;0;0;1;0;0;tanger_administratif;35.7750512;-5.8085401;27;5;49;30;71;1;28807.4031231926;1.1085910340840583;True;False;False;False;False;False;False;False;False
tanger;malabata;2450000.0;93.0;;1.0;1.0;2.0;1;1;0;1;1;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;True;False;False;False;False;False;False;False;False
tanger;tanja balia;520000.0;55.0;;2.0;1.0;2.0;0;1;1;0;1;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;True;False;False;False;False;False;False;False;False
tanger;hay hassani;10000.0;120.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_hay hassani;30.4124009;-9.5840033;16;8;41;11;25;0;6100.487773652541;0.18727272600285916;False;False;False;False;False;False;False;True;False
tanger;moujahidine;6000000.0;380.0;;5.0;3.0;3.0;0;0;0;0;0;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;False;False;False;False;False;False;False;False;True
tanger;tanger city center;1350000.0;54.0;;2.0;1.0;1.0;1;1;1;0;1;tanger_tanger city center;35.7370795;-5.8855118;3;0;15;5;3;2;26225.38491396041;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;jbel kbir;9500000.0;540.0;;4.0;3.0;3.0;1;1;0;1;1;tanger_jbel kbir;35.7370795;-5.8855118;3;0;15;5;3;2;13463.21046373365;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;de la plage;2940000.0;120.0;;3.0;2.0;2.0;1;1;1;1;1;tanger_de la plage;35.7788272;-5.8027044;12;4;36;31;56;1;22299.155783245544;0.6767898113963173;True;False;False;False;False;False;False;False;False
tanger;tanger city center;2100000.0;115.0;;3.0;2.0;14.0;0;1;1;0;0;tanger_tanger city center;35.7370795;-5.8855118;3;0;15;5;3;2;26225.38491396041;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;bella vista;2000000.0;127.0;;3.0;2.0;3.0;1;0;0;0;0;tanger_bella vista;35.7755084;-5.7726541;5;2;15;7;0;2;17004.305705059203;-0.35674746981054073;True;False;False;False;False;False;False;False;False
tanger;mozart;1800000.0;92.0;;2.0;2.0;4.0;0;0;0;0;0;tanger_mozart;35.7370795;-5.8855118;3;0;15;5;3;2;16622.466487935657;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;moujahidine;990000.0;86.0;;2.0;2.0;3.0;1;0;1;0;0;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;True;False;False;False;False;False;False;False;False
tanger;branes 2;15000.0;139.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_branes 2;35.746500997686;-5.807032224632;15;1;53;31;3;0;14093.75;0.33171102131082936;False;False;False;False;False;False;False;True;False
tanger;moujahidine;13000.0;86.0;;2.0;2.0;3.0;0;0;1;0;1;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;True;False;False;False;False;False;False;False;False
tanger;achakar;613800.0;279.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_achakar;35.7370695;-5.8852358;3;0;15;5;3;2;2903.693091631326;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;mozart;2300000.0;208.0;;2.0;2.0;1.0;1;1;1;0;0;tanger_mozart;35.7370795;-5.8855118;3;0;15;5;3;2;16622.466487935657;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;manar;8000000.0;750.0;;5.0;4.0;3.0;1;0;0;1;0;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;du golf;5029700.0;689.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_du golf;35.7370795;-5.8855118;3;0;15;5;3;2;9751.48316881802;-0.5019138447082878;False;False;False;False;False;False;False;True;False
tanger;mesnana;1800000.0;86.0;;2.0;2.0;6.0;1;1;1;1;1;tanger_mesnana;35.7540383;-5.852908;3;1;41;17;6;1;9862.510428030546;-0.10565650675783342;True;False;False;False;False;False;False;False;False
tanger;mesnana;880000.0;86.0;;2.0;1.0;1.0;0;0;1;0;1;tanger_mesnana;35.7540383;-5.852908;3;1;41;17;6;1;9862.510428030546;-0.10565650675783342;True;False;False;False;False;False;False;False;False
tanger;port tanger ville;2700000.0;123.0;;3.0;2.0;5.0;1;1;1;0;0;tanger_port tanger ville;35.7370795;-5.8855118;3;0;15;5;3;2;7174.672935404742;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;ahlane;12500.0;88.0;;2.0;2.0;3.0;0;1;1;0;0;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;ahlane;12500.0;83.0;;2.0;2.0;3.0;0;1;1;0;0;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;tanger medina;14000000.0;380.0;;4.0;3.0;3.0;1;1;0;0;1;tanger_tanger medina;35.7749648;-5.8101274;28;6;53;33;71;1;36842.10526315789;1.267870848985946;False;False;False;False;False;False;False;False;True
tanger;aouama gharbia;390000.0;70.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_aouama gharbia;35.7228;-5.7934;2;0;19;4;0;0;3591.9254658385094;-0.8277035319114541;False;False;False;False;False;False;False;True;False
tanger;tanja balia;520000.0;56.0;;2.0;1.0;2.0;0;0;1;0;1;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;True;False;False;False;False;False;False;False;False
tanger;mghayer;1981200.0;508.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_mghayer;35.750521;-5.892112;0;0;2;2;0;0;2145.186024222358;-1.0477252973278361;False;False;False;False;False;False;False;True;False
tanger;tanja balia;14000.0;86.0;;2.0;2.0;3.0;0;0;1;0;0;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;True;False;False;False;False;False;False;False;False
tanger;marjane;570000.0;65.0;;2.0;1.0;6.0;1;0;1;0;0;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;True;False;False;False;False;False;False;False;False
tanger;iberie;4140000.0;180.0;;3.0;2.0;3.0;1;1;1;0;0;tanger_iberie;35.7370795;-5.8855118;3;0;15;5;3;2;18828.202581926515;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;malabata;3354000.0;129.0;;3.0;2.0;3.0;0;1;1;0;1;tanger_malabata;35.771675048937;-5.784786765424;3;2;25;13;5;2;7677.037651923318;-0.1418775078614187;True;False;False;False;False;False;False;False;False
tanger;iberie;12000000.0;170.0;;6.0;5.0;3.0;1;1;0;0;0;tanger_iberie;35.7370795;-5.8855118;3;0;15;5;3;2;18828.202581926515;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;ahlane;12500.0;83.0;;2.0;2.0;3.0;0;1;1;0;1;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;sania;23000.0;118.0;;2.0;2.0;3.0;1;1;1;1;1;tanger_sania;35.7370795;-5.8855118;3;0;15;5;3;2;4835.805559707069;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;port tanger ville;11000.0;110.0;;3.0;2.0;1.0;0;0;0;1;1;tanger_port tanger ville;35.7370795;-5.8855118;3;0;15;5;3;2;7174.672935404742;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;branes kdima;12000.0;235.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_branes kdima;35.74493;-5.87049;2;1;20;5;2;1;11248.600947051227;-0.5916658330400779;False;False;False;False;False;False;False;True;False
tanger;el mers 1;13000.0;600.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_el mers 1;35.746450496719;-5.807168179102;15;1;53;31;3;0;1125.7575757575758;0.33171102131082936;False;False;False;False;False;False;False;True;False
tanger;tanja balia;1900000.0;78.0;;4.0;2.0;3.0;0;1;0;0;0;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;False;False;False;False;False;True;False;False;False
tanger;marjane;1150000.0;86.0;;2.0;1.0;1.0;1;1;1;0;1;tanger_marjane;30.397539320587;-9.536190400615;11;3;27;5;2;0;7228.248756218905;-0.4643288894227379;True;False;False;False;False;False;False;False;False
tanger;moujahidine;12000.0;118.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;False;False;False;False;False;False;False;True;False
tanger;tanja balia;14000.0;126.0;;3.0;2.0;4.0;1;1;1;1;1;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;True;False;False;False;False;False;False;False;False
tanger;charf;1850000.0;240.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_charf;35.767938;-5.789534;6;1;31;11;21;1;41746.74267100977;-0.20838706861951342;False;False;False;False;False;False;False;True;False
tanger;tanja balia;6000000.0;380.0;;6.0;6.0;3.0;0;1;0;0;0;tanger_tanja balia;35.7694788;-5.7702466;5;2;20;8;0;2;9083.959359605911;-0.2916797265741179;False;False;False;False;False;True;False;False;False
tanger;bel air - val fleuri;13500.0;70.0;;2.0;2.0;3.0;0;1;0;0;1;tanger_bel air - val fleuri;35.7739068;-5.826504;32;4;48;26;46;1;22863.27575175944;0.9230982196717987;True;False;False;False;False;False;False;False;False
tanger;port tanger ville;6000000.0;110.0;;1.0;1.0;3.0;1;1;1;1;1;tanger_port tanger ville;35.7370795;-5.8855118;3;0;15;5;3;2;7174.672935404742;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;centre;1850000.0;109.0;;2.0;2.0;1.0;1;1;1;0;0;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;iberie;2250000.0;90.0;;2.0;2.0;3.0;0;1;0;0;0;tanger_iberie;35.7370795;-5.8855118;3;0;15;5;3;2;18828.202581926515;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;tanger city center;2100000.0;81.0;;2.0;2.0;3.0;0;0;0;0;0;tanger_tanger city center;35.7370795;-5.8855118;3;0;15;5;3;2;26225.38491396041;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;branes kdima;880000.0;220.0;;3.0;2.0;3.0;0;0;0;0;0;tanger_branes kdima;35.74493;-5.87049;2;1;20;5;2;1;11248.600947051227;-0.5916658330400779;False;False;False;False;False;False;False;True;False
tanger;ahlane;1550000.0;181.0;;3.0;2.0;11.0;1;0;1;0;0;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;True;False;False;False;False;False;False;False;False
tanger;drissia;2650000.0;139.0;;6.0;4.0;3.0;1;1;0;0;0;tanger_drissia;35.7536279;-5.7999259;14;1;53;25;15;0;18740.9112942317;0.23747872509926993;False;False;False;False;False;True;False;False;False
tanger;moujahidine;5700000.0;460.0;;5.0;5.0;3.0;1;1;0;1;1;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;False;False;False;False;False;False;False;False;True
tanger;ahlane;5150000.0;135.0;;12.0;6.0;3.0;1;1;0;0;0;tanger_ahlane;35.7370795;-5.8855118;3;0;15;5;3;2;2510.549331761006;-0.5019138447082878;False;False;False;False;False;True;False;False;False
tanger;moujahidine;9000000.0;670.0;;10.0;9.0;2.0;1;1;0;1;0;tanger_moujahidine;35.7671694;-5.8479049;6;0;30;19;5;0;9662.858740216176;-0.30677769878220906;True;False;False;False;False;False;False;False;False
tanger;manar;3600000.0;340.0;;3.0;2.0;3.0;1;0;0;1;0;tanger_manar;35.7370795;-5.8855118;3;0;15;5;3;2;14294.739534883722;-0.5019138447082878;False;False;False;False;False;False;False;False;True
tanger;centre;5500000.0;197.0;;4.0;2.0;3.0;1;0;1;1;1;tanger_centre;35.7370795;-5.8855118;3;0;15;5;3;2;19216.837063171177;-0.5019138447082878;True;False;False;False;False;False;False;False;False
